"9491";"Activités des organisations religieuses"
"9492";"Activités des organisations politiques"
"9499";"Activités des organisations associatives n.c.a."
"9511";"Réparation d'ordinateurs et d'équipements périphériques"
"9512";"Réparation d'équipements de communication"
"9521";"Réparation de produits électroniques grand public"
"9522";"Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin"
"9523";"Réparation de chaussures et d'articles en cuir"
"9524";"Réparation de meubles et d'équipements du foyer"
"9525";"Réparation d'articles d'horlogerie et de bijouterie"
"9529";"Réparation d'autres biens personnels et domestiques"
"9601";"Blanchisserie-teinturerie"
"9602";"Coiffure et soins de beauté"
"9603";"Services funéraires"
"9604";"Entretien corporel"
"9609";"Autres services personnels n.c.a."
"9700";"Activités des ménages en tant qu'employeurs de personnel domestique"
"9810";"Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre"
"9820";"Activités indifférenciées des ménages en tant que producteurs de services pour usage propre"
"9900";"Activités des organisations et organismes extraterritoriaux"
